filename,table_role,schema_id,row_count,sha256,source_database_logical_fingerprint,creation_status
fact_market_context_eda.csv,fact,powerbi_fact_market_context_eda_v2,145260,adba19eb15aa1c7861539291c49e6864daeb275fdb167d2332b16a5204fbbe22,cbf6d93ebb86a591764a4e07327152cba24c2033c9bed57b5bd14e69abf1e367,CREATED
dim_asset.csv,dimension,powerbi_dim_asset_v1,3,e68229dd7761637454afa52e25a0202623bbb4112fc3595c61e4c0ec9232a1b2,cbf6d93ebb86a591764a4e07327152cba24c2033c9bed57b5bd14e69abf1e367,CREATED
dim_segment.csv,dimension,powerbi_dim_segment_v1,5,6b8fc1c076a830e515a2f7c0f345a47b5b2c72bd4dde3a273c67ccff2edee37e,cbf6d93ebb86a591764a4e07327152cba24c2033c9bed57b5bd14e69abf1e367,CREATED
dim_calendar.csv,dimension,powerbi_dim_calendar_v2,1826,4101f993d17ad3e864eb94214184fe93328bb52a70b73c635d2281e55941eeec,cbf6d93ebb86a591764a4e07327152cba24c2033c9bed57b5bd14e69abf1e367,CREATED
dim_timeframe.csv,dimension,powerbi_dim_timeframe_v1,2,6d038fd12cd0a830ecd2c748c905a330b1d8a09790548b37816d624f7caf5c9a,cbf6d93ebb86a591764a4e07327152cba24c2033c9bed57b5bd14e69abf1e367,CREATED
