split,symbol,timeframe,strategy_type,strategy_id,holding_bars,cost_scenario,d1_trade_count,d2_trade_count,trade_count_delta,d1_average_net_return,d2_average_net_return,average_net_return_delta
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,1,high_50bps,528,528,0,-0.0069774525080082634,-0.0069774525080082634,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,1,low_20bps,528,528,0,-0.0039939090530933859,-0.0039939090530933859,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,base_30bps,303,303,0,-0.0037871839048853337,-0.0037871839048853337,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,high_50bps,303,303,0,-0.0057776205932148599,-0.0057776205932148599,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,low_20bps,303,303,0,-0.0027904722345992411,-0.0027904722345992411,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,base_30bps,196,196,0,-0.0016534472543229114,-0.0016534472543229114,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,high_50bps,196,196,0,-0.0036481471559376834,-0.0036481471559376834,0
development,ETHUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,low_20bps,196,196,0,-0.00065460077891628247,-0.00065460077891628247,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,1,base_30bps,122,122,0,-0.0043117026429744642,-0.0043117026429744642,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,1,high_50bps,122,122,0,-0.0063010913410320776,-0.0063010913410320776,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,1,low_20bps,122,122,0,-0.0033155157540795486,-0.0033155157540795486,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,3,base_30bps,77,77,0,-0.0011060760699086818,-0.0011060760699086818,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,3,high_50bps,77,77,0,-0.0031018696210629868,-0.0031018696210629868,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,3,low_20bps,77,77,0,-0.00010668194922119972,-0.00010668194922119972,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,6,base_30bps,58,58,0,-0.0020965373711111569,-0.0020965373711111569,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,6,high_50bps,58,58,0,-0.0040903519771239927,-0.0040903519771239927,0
development,ETHUSDT,4h,signal,mean_reversion_rsi14_below_30,6,low_20bps,58,58,0,-0.0010981342076989975,-0.0010981342076989975,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,1,base_30bps,874,874,0,-0.0029844511196528596,-0.0029844511196528596,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,1,high_50bps,874,874,0,-0.0049764916708928374,-0.0049764916708928374,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,1,low_20bps,874,874,0,-0.0019869363146125924,-0.0019869363146125924,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,3,base_30bps,485,485,0,-0.0040916483244441207,-0.0040916483244441207,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,3,high_50bps,485,485,0,-0.0060814766917992608,-0.0060814766917992608,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,3,low_20bps,485,485,0,-0.0030952412710383358,-0.0030952412710383358,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,6,base_30bps,310,310,0,-0.00079741421653408448,-0.00079741421653408448,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,6,high_50bps,310,310,0,-0.0027938244751501921,-0.0027938244751501921,0
development,ETHUSDT,4h,signal,momentum_return_12_positive,6,low_20bps,310,310,0,0.00020228872056940049,0.00020228872056940049,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,1,base_30bps,37,37,0,-0.0011092095217542163,-0.0011092095217542163,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,1,high_50bps,37,37,0,-0.0031049968122608016,-0.0031049968122608016,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,1,low_20bps,37,37,0,-0.00010981853608765952,-0.00010981853608765952,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,3,base_30bps,36,36,0,-0.0093634586013157349,-0.0093634586013157349,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,3,high_50bps,36,36,0,-0.011342753873312664,-0.011342753873312664,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,3,low_20bps,36,36,0,-0.0083723259980491051,-0.0083723259980491051,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,6,base_30bps,36,36,0,-0.015938218708458025,-0.015938218708458025,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,6,high_50bps,36,36,0,-0.017904377586782042,-0.017904377586782042,0
development,ETHUSDT,4h,signal,trend_sma20_cross_above_sma50,6,low_20bps,36,36,0,-0.01495366415761378,-0.01495366415761378,0
development,SOLUSDT,1h,baseline,always_flat,,base_30bps,0,0,0,,,
development,SOLUSDT,1h,baseline,always_flat,,high_50bps,0,0,0,,,
development,SOLUSDT,1h,baseline,always_flat,,low_20bps,0,0,0,,,
development,SOLUSDT,1h,baseline,periodic_entry_baseline,12,base_30bps,82,82,0,-0.0034142678371837038,-0.0034142678371837038,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,12,high_50bps,82,82,0,-0.0054054496131198488,-0.0054054496131198488,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,12,low_20bps,82,82,0,-0.002417183064091946,-0.002417183064091946,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,24,base_30bps,82,82,0,-0.00097186050519761731,-0.00097186050519761731,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,24,high_50bps,82,82,0,-0.0029679222195192721,-0.0029679222195192721,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,24,low_20bps,82,82,0,2.7667898263127351e-05,2.7667898263127351e-05,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,4,base_30bps,82,82,0,-0.007897847808821962,-0.007897847808821962,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,4,high_50bps,82,82,0,-0.0098800713763046027,-0.0098800713763046027,0
development,SOLUSDT,1h,baseline,periodic_entry_baseline,4,low_20bps,82,82,0,-0.0069052488608573343,-0.0069052488608573343,0
development,SOLUSDT,1h,baseline,segment_buy_and_hold,,base_30bps,4,4,0,0.29989173372355599,0.29989173372355599,0
development,SOLUSDT,1h,baseline,segment_buy_and_hold,,high_50bps,4,4,0,0.2972945454964448,0.2972945454964448,0
development,SOLUSDT,1h,baseline,segment_buy_and_hold,,low_20bps,4,4,0,0.30119227637887858,0.30119227637887858,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,12,base_30bps,267,267,0,-0.0055754230995384785,-0.0055754230995384785,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,12,high_50bps,267,267,0,-0.0075622868797071766,-0.0075622868797071766,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,12,low_20bps,267,267,0,-0.0045805005639089355,-0.0045805005639089355,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,24,base_30bps,211,211,0,-0.0086890265827720414,-0.0086890265827720414,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,24,high_50bps,211,211,0,-0.010669669372299177,-0.010669669372299177,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,24,low_20bps,211,211,0,-0.0076972192097646257,-0.0076972192097646257,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,4,base_30bps,362,362,0,-0.0058924326675697716,-0.0058924326675697716,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,4,high_50bps,362,362,0,-0.0078786630615135956,-0.0078786630615135956,0
development,SOLUSDT,1h,signal,breakout_close_above_prior_high_20,4,low_20bps,362,362,0,-0.0048978273002509946,-0.0048978273002509946,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,base_30bps,420,420,0,-0.0030416880943969918,-0.0030416880943969918,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,high_50bps,420,420,0,-0.0050336142859613991,-0.0050336142859613991,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,low_20bps,420,420,0,-0.0020442305549929155,-0.0020442305549929155,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,base_30bps,293,293,0,0.0019517643150801019,0.0019517643150801019,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,high_50bps,293,293,0,-5.0138811850588377e-05,-5.0138811850588377e-05,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,low_20bps,293,293,0,0.0029542178073680659,0.0029542178073680659,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,base_30bps,799,799,0,-0.0010987609499767937,-0.0010987609499767937,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,high_50bps,799,799,0,-0.0030945691167662817,-0.0030945691167662817,0
development,SOLUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,low_20bps,799,799,0,-9.9359510506312877e-05,-9.9359510506312877e-05,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,12,base_30bps,151,151,0,-0.0029387697870597246,-0.0029387697870597246,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,12,high_50bps,151,151,0,-0.004930901609761896,-0.004930901609761896,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,12,low_20bps,151,151,0,-0.0019412092778119013,-0.0019412092778119013,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,24,base_30bps,116,116,0,-0.0097628400369922912,-0.0097628400369922912,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,24,high_50bps,116,116,0,-0.011741337343484922,-0.011741337343484922,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,24,low_20bps,116,116,0,-0.0087721070151518341,-0.0087721070151518341,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,4,base_30bps,226,226,0,-0.00047183522740984181,-0.00047183522740984181,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,4,high_50bps,226,226,0,-0.0024688959939841329,-0.0024688959939841329,0
development,SOLUSDT,1h,signal,mean_reversion_rsi14_below_30,4,low_20bps,226,226,0,0.00052819345171665902,0.00052819345171665902,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,12,base_30bps,721,721,0,-0.0042311878753413896,-0.0042311878753413896,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,12,high_50bps,721,721,0,-0.0062207374421861554,-0.0062207374421861554,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,12,low_20bps,721,721,0,-0.0032349204313610156,-0.0032349204313610156,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,24,base_30bps,432,432,0,-0.0037190725364442852,-0.0037190725364442852,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,24,high_50bps,432,432,0,-0.0057096453115260109,-0.0057096453115260109,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,24,low_20bps,432,432,0,-0.0027222927206829403,-0.0027222927206829403,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,4,base_30bps,1543,1543,0,-0.0027080663777897347,-0.0027080663777897347,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,4,high_50bps,1543,1543,0,-0.0047006591467099222,-0.0047006591467099222,0
development,SOLUSDT,1h,signal,momentum_return_12_positive,4,low_20bps,1543,1543,0,-0.0017102750496077695,-0.0017102750496077695,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,12,base_30bps,143,143,0,-0.0039914336083886285,-0.0039914336083886285,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,12,high_50bps,143,143,0,-0.0059814622050967034,-0.0059814622050967034,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,12,low_20bps,143,143,0,-0.0029949262900842177,-0.0029949262900842177,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,24,base_30bps,140,140,0,0.0040963939093414323,0.0040963939093414323,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,24,high_50bps,140,140,0,0.0020902058049859268,0.0020902058049859268,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,24,low_20bps,140,140,0,0.0051009931051482884,0.0051009931051482884,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,4,base_30bps,146,146,0,0.0010436022361679867,0.0010436022361679867,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,4,high_50bps,146,146,0,-0.00095648637975499524,-0.00095648637975499524,0
development,SOLUSDT,1h,signal,trend_sma20_cross_above_sma50,4,low_20bps,146,146,0,0.0020451471116143135,0.0020451471116143135,0
development,SOLUSDT,4h,baseline,always_flat,,base_30bps,0,0,0,,,
development,SOLUSDT,4h,baseline,always_flat,,high_50bps,0,0,0,,,
development,SOLUSDT,4h,baseline,always_flat,,low_20bps,0,0,0,,,
development,SOLUSDT,4h,baseline,periodic_entry_baseline,1,base_30bps,82,82,0,-0.007897847808821962,-0.007897847808821962,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,1,high_50bps,82,82,0,-0.0098800713763046027,-0.0098800713763046027,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,1,low_20bps,82,82,0,-0.0069052488608573343,-0.0069052488608573343,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,3,base_30bps,82,82,0,-0.0034142678371837038,-0.0034142678371837038,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,3,high_50bps,82,82,0,-0.0054054496131198488,-0.0054054496131198488,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,3,low_20bps,82,82,0,-0.002417183064091946,-0.002417183064091946,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,6,base_30bps,82,82,0,-0.00097186050519761731,-0.00097186050519761731,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,6,high_50bps,82,82,0,-0.0029679222195192721,-0.0029679222195192721,0
development,SOLUSDT,4h,baseline,periodic_entry_baseline,6,low_20bps,82,82,0,2.7667898263127351e-05,2.7667898263127351e-05,0
development,SOLUSDT,4h,baseline,segment_buy_and_hold,,base_30bps,4,4,0,0.30446696405631779,0.30446696405631779,0
development,SOLUSDT,4h,baseline,segment_buy_and_hold,,high_50bps,4,4,0,0.30186063450301115,0.30186063450301115,0
development,SOLUSDT,4h,baseline,segment_buy_and_hold,,low_20bps,4,4,0,0.3057720842330226,0.3057720842330226,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,1,base_30bps,107,107,0,-0.0084454213028787792,-0.0084454213028787792,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,1,high_50bps,107,107,0,-0.010426550816606522,-0.010426550816606522,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,1,low_20bps,107,107,0,-0.007453370202605984,-0.007453370202605984,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,3,base_30bps,87,87,0,-0.011365313260808347,-0.011365313260808347,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,3,high_50bps,87,87,0,-0.013340608820199102,-0.013340608820199102,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,3,low_20bps,87,87,0,-0.010376183514631191,-0.010376183514631191,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,6,base_30bps,74,74,0,-0.011543904743581045,-0.011543904743581045,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,6,high_50bps,74,74,0,-0.013518843476565038,-0.013518843476565038,0
development,SOLUSDT,4h,signal,breakout_close_above_prior_high_20,6,low_20bps,74,74,0,-0.010554953678316466,-0.010554953678316466,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,1,base_30bps,671,671,0,-0.0044128305048966457,-0.0044128305048966457,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,1,high_50bps,671,671,0,-0.0064020171491327004,-0.0064020171491327004,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,1,low_20bps,671,671,0,-0.0034167447945034801,-0.0034167447945034801,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,base_30bps,382,382,0,-0.0034579812787687851,-0.0034579812787687851,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,high_50bps,382,382,0,-0.00544907571509585,-0.00544907571509585,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,3,low_20bps,382,382,0,-0.0024609402410081423,-0.0024609402410081423,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,base_30bps,243,243,0,-0.0028450074930009761,-0.0028450074930009761,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,high_50bps,243,243,0,-0.0048373266530943471,-0.0048373266530943471,0
development,SOLUSDT,4h,signal,mean_reversion_close_2pct_below_sma20,6,low_20bps,243,243,0,-0.0018473531745075579,-0.0018473531745075579,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,1,base_30bps,110,110,0,-0.0025225781604318897,-0.0025225781604318897,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,1,high_50bps,110,110,0,-0.004515541535458645,-0.004515541535458645,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,1,low_20bps,110,110,0,-0.0015246012511492136,-0.0015246012511492136,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,3,base_30bps,76,76,0,-0.0064058706571396579,-0.0064058706571396579,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,3,high_50bps,76,76,0,-0.0083910752001858553,-0.0083910752001858553,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,3,low_20bps,76,76,0,-0.0054117789849148631,-0.0054117789849148631,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,6,base_30bps,53,53,0,-0.0016175657927594933,-0.0016175657927594933,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,6,high_50bps,53,53,0,-0.0036123373856599182,-0.0036123373856599182,0
development,SOLUSDT,4h,signal,mean_reversion_rsi14_below_30,6,low_20bps,53,53,0,-0.0006186834179236541,-0.0006186834179236541,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,1,base_30bps,791,791,0,-0.0020338843249857854,-0.0020338843249857854,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,1,high_50bps,791,791,0,-0.0040278241120037502,-0.0040278241120037502,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,1,low_20bps,791,791,0,-0.0010354184771539225,-0.0010354184771539225,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,3,base_30bps,440,440,0,-0.00079254864091698638,-0.00079254864091698638,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,3,high_50bps,440,440,0,-0.0027889686209702038,-0.0027889686209702038,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,3,low_20bps,440,440,0,0.00020715916419856352,0.00020715916419856352,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,6,base_30bps,284,284,0,-0.0012094416693338506,-0.0012094416693338506,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,6,high_50bps,284,284,0,-0.0032050286956592489,-0.0032050286956592489,0
development,SOLUSDT,4h,signal,momentum_return_12_positive,6,low_20bps,284,284,0,-0.00021015096600617619,-0.00021015096600617619,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,1,base_30bps,32,32,0,0.0033144106193357774,0.0033144106193357774,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,1,high_50bps,32,32,0,0.001309784920326712,0.001309784920326712,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,1,low_20bps,32,32,0,0.004318227440274016,0.004318227440274016,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,3,base_30bps,32,32,0,-0.0059526115270555381,-0.0059526115270555381,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,3,high_50bps,32,32,0,-0.0079387216834278032,-0.0079387216834278032,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,3,low_20bps,32,32,0,-0.0049580663687307999,-0.0049580663687307999,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,6,base_30bps,32,32,0,0.00022571889362062517,0.00022571889362062517,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,6,high_50bps,32,32,0,-0.0017727355885254724,-0.0017727355885254724,0
development,SOLUSDT,4h,signal,trend_sma20_cross_above_sma50,6,low_20bps,32,32,0,0.0012264454761688297,0.0012264454761688297,0
validation,BTCUSDT,1h,baseline,always_flat,,base_30bps,0,0,0,,,
validation,BTCUSDT,1h,baseline,always_flat,,high_50bps,0,0,0,,,
validation,BTCUSDT,1h,baseline,always_flat,,low_20bps,0,0,0,,,
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,12,base_30bps,50,50,0,-0.0041960042160465337,-0.0041960042160465337,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,12,high_50bps,50,50,0,-0.0061856240799655175,-0.0061856240799655175,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,12,low_20bps,50,50,0,-0.00319970157078864,-0.00319970157078864,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,24,base_30bps,50,50,0,-0.0025341981454210603,-0.0025341981454210603,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,24,high_50bps,50,50,0,-0.0045271383036771737,-0.0045271383036771737,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,24,low_20bps,50,50,0,-0.0015362328619420774,-0.0015362328619420774,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,4,base_30bps,50,50,0,-0.0041289697828607499,-0.0041289697828607499,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,4,high_50bps,50,50,0,-0.0061187235818115316,-0.0061187235818115316,0
validation,BTCUSDT,1h,baseline,periodic_entry_baseline,4,low_20bps,50,50,0,-0.0031326000696021384,-0.0031326000696021384,0
validation,BTCUSDT,1h,baseline,segment_buy_and_hold,,base_30bps,2,2,0,0.43800838069580117,0.43800838069580117,0
validation,BTCUSDT,1h,baseline,segment_buy_and_hold,,high_50bps,2,2,0,0.43513523492532036,0.43513523492532036,0
validation,BTCUSDT,1h,baseline,segment_buy_and_hold,,low_20bps,2,2,0,0.43944710916009322,0.43944710916009322,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,12,base_30bps,150,150,0,0.0003369603184267326,0.0003369603184267326,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,12,high_50bps,150,150,0,-0.0016617164244748838,-0.0016617164244748838,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,12,low_20bps,150,150,0,0.0013377981981039433,0.0013377981981039433,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,24,base_30bps,127,127,0,0.0017941753975156505,0.0017941753975156505,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,24,high_50bps,127,127,0,-0.00020741286620694956,-0.00020741286620694956,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,24,low_20bps,127,127,0,0.0027964712219733178,0.0027964712219733178,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,4,base_30bps,190,190,0,-0.00042158208456600669,-0.00042158208456600669,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,4,high_50bps,190,190,0,-0.0024187432570953204,-0.0024187432570953204,0
validation,BTCUSDT,1h,signal,breakout_close_above_prior_high_20,4,low_20bps,190,190,0,0.00057849687286762579,0.00057849687286762579,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,base_30bps,41,41,0,-0.0023693019164616339,-0.0023693019164616339,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,high_50bps,41,41,0,-0.0043625715379595241,-0.0043625715379595241,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,12,low_20bps,41,41,0,-0.00137117165418185,-0.00137117165418185,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,base_30bps,36,36,0,0.0053344539014750962,0.0053344539014750962,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,high_50bps,36,36,0,0.0033257921489282744,0.0033257921489282744,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,24,low_20bps,36,36,0,0.0063402917772333745,0.0063402917772333745,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,base_30bps,63,63,0,-0.0013171498904942461,-0.0013171498904942461,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,high_50bps,63,63,0,-0.0033125217154172885,-0.0033125217154172885,0
validation,BTCUSDT,1h,signal,mean_reversion_close_2pct_below_sma20,4,low_20bps,63,63,0,-0.00031796694932268154,-0.00031796694932268154,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,12,base_30bps,69,69,0,-0.0042086600956637932,-0.0042086600956637932,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,12,high_50bps,69,69,0,-0.0061982546730910571,-0.0061982546730910571,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,12,low_20bps,69,69,0,-0.0032123701126229478,-0.0032123701126229478,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,24,base_30bps,52,52,0,-0.0046928869822181925,-0.0046928869822181925,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,24,high_50bps,52,52,0,-0.0066815140726337405,-0.0066815140726337405,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,24,low_20bps,52,52,0,-0.0036970814685408212,-0.0036970814685408212,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,4,base_30bps,113,113,0,-0.002554936952147575,-0.002554936952147575,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,4,high_50bps,113,113,0,-0.0045478356741953949,-0.0045478356741953949,0
validation,BTCUSDT,1h,signal,mean_reversion_rsi14_below_30,4,low_20bps,113,113,0,-0.0015569924178603289,-0.0015569924178603289,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,12,base_30bps,471,471,0,-0.00080597913155707726,-0.00080597913155707726,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,12,high_50bps,471,471,0,-0.0028023722774430499,-0.0028023722774430499,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,12,low_20bps,471,471,0,0.0001937152363425013,0.0001937152363425013,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,24,base_30bps,272,272,0,0.00041224435859350491,0.00041224435859350491,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,24,high_50bps,272,272,0,-0.0015865828020834958,-0.0015865828020834958,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,24,low_20bps,272,272,0,0.0014131575600094027,0.0014131575600094027,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,4,base_30bps,1049,1049,0,-0.002548630762446514,-0.002548630762446514,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,4,high_50bps,1049,1049,0,-0.0045415420842833867,-0.0045415420842833867,0
validation,BTCUSDT,1h,signal,momentum_return_12_positive,4,low_20bps,1049,1049,0,-0.0015506799188117213,-0.0015506799188117213,0
validation,BTCUSDT,1h,signal,trend_sma20_cross_above_sma50,12,base_30bps,98,98,0,-0.0037841074574015317,-0.0037841074574015317,0
