split,symbol,timeframe,context_variant,strategy_type,strategy_id,holding_bars,cost_scenario,signal_count,executable_signal_count,rejected_signal_count,trade_count,hit_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,cumulative_net_return,trade_return_volatility,maximum_drawdown,profit_factor,profit_factor_status,cost_burden,exposure_hours,covered_segment_count,segment_mean_min,segment_mean_median,segment_mean_max,positive_segment_share,uncertainty_note
development,BTCUSDT,4h,primary_d1,baseline,periodic_entry_baseline,6,low_20bps,82,82,0,82,0.47560975609756095,0.00079085981254294502,0.0007359689777224343,-0.0012087218255484365,-0.0012635029883985571,-0.17237999219410782,0.046877446737153536,-0.27277995251892184,0.93026134500914692,DEFINED,0.0019995816380913817,1968,4,-0.015215941014363677,-0.0060985309201611396,0.019520480728481015,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,primary_d1,baseline,segment_buy_and_hold,,base_30bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.12168306518991484,-0.077700381526678908,-0.6216964698984947,0.42800770674227867,-0.66547720453428205,0.47596723111333517,DEFINED,0.0026389078467462801,13160,4,-0.64254432177278153,-0.077700381526678908,0.31121282406647999,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,primary_d1,baseline,segment_buy_and_hold,,high_50bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.12343794549538983,-0.079543139387832751,-0.62471082789629473,0.4271525458483173,-0.66747833408293,0.46963186522413042,DEFINED,0.0043937881522212729,13160,4,-0.64325851946718982,-0.079543139387832751,0.30859301626129598,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,primary_d1,baseline,segment_buy_and_hold,,low_20bps,0,4,0,4,0.5,-0.11904415734316856,-0.074929327475709628,-0.1208043084373501,-0.076777620066094565,-0.62018022442432497,0.42843592877414788,-0.66447212870164885,0.47915065038727839,DEFINED,0.001760151094181539,13160,4,-0.64218668709839977,-0.076777620066094565,0.3125246934811885,0.5,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,always_flat,,base_30bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,always_flat,,high_50bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,always_flat,,low_20bps,0,0,0,0,,,,,,0,,,,NO_TRADES,0,0,0,,,,,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,1,base_30bps,82,82,0,82,0.40243902439024393,-0.0020407493251639775,-0.0022136071667752666,-0.0050301414942385773,-0.0052024815392787693,-0.35226811544726466,0.022513186211102924,-0.36641562756530532,0.52950382815815633,DEFINED,0.0029893921690745998,328,4,-0.0075712983980953611,-0.0048628193485819341,0.00054935263719119165,0.25,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,1,high_50bps,82,82,0,82,0.34146341463414637,-0.0020407493251639775,-0.0022136071667752666,-0.0070180947489604257,-0.0071900904579884073,-0.45024282834210905,0.022468204786369399,-0.45971589450353278,0.4123983619042737,DEFINED,0.0049773454237964478,328,4,-0.0095541744124419507,-0.0068511069135356066,-0.0014497484663056226,0,descriptive_non_iid_no_p_value
development,BTCUSDT,4h,sensitivity_d2,baseline,periodic_entry_baseline,1,low_20bps,82,82,0,82,0.43902439024390244,-0.0020407493251639775,-0.0022136071667752666,-0.0040346734039536439,-0.004207185875338304,-0.29691562906950097,0.022535710670806116,-0.31433222215708934,0.60160616665589572,DEFINED,0.0019939240787896664,328,4,-0.0065783727372002773,-0.0038671838523646725,0.0015504030155427339,0.25,descriptive_non_iid_no_p_value
