source,source_file,asset,frequency,rows,expected_rows,expected_start_utc,actual_start_utc,expected_end_utc,actual_end_utc,start_date_mismatch,end_date_mismatch,timestamps_outside_range,duplicate_timestamps,unexpected_spacing_events,metric_null_count,metric_non_finite_count,negative_metric_value_count,availability_lag_days,availability_lag_mismatches,quality_pass
Coin Metrics Community API,data/raw/pilot/coinmetrics/btc_1d_2023-12-31_2025-01-31.json,btc,1d,398,398,2023-12-31T00:00:00+00:00,2023-12-31T00:00:00+00:00,2025-01-31T00:00:00+00:00,2025-01-31T00:00:00+00:00,0,0,0,0,0,0,0,0,1,0,True
